sagen_s36_f0	`` Es ist wirklich schwer zu sagen , welche Positionen er einnimmt , da er sich noch nicht konkret geäußert hat '' , beklagen Volkswirte . 
sagen_s48_f0	`` Die Frage ist nur '' , meint ein Finanzexperte , `` ob erkeywordtag ins Weiße Haus einziehen kann , ohne unskeywordtag vorher zu sagen , was er eigentlich machen will . '' 
sagen_s130_f1	FR : Siekeywordtag sagen in Ihrem Buch über die Republikaner ( `` Die , Republikaner - Profile einer Rechtsaußenpartei '' ) , Verbote , Ausgrenzung und Ignorieren seien nicht die richtigen Strategien , und Siekeywordtag 	sagen 	, Information und Diskussion müßten angeboten werden . 
sagen_s24855_f0	Jiangkeywordtag 	sagte 	, die Teilung Koreas werde hoffentlich bald durch Gespräche zwischen Nord und Süd überwunden . 
sagen_s24882_f0	Neckerkeywordtag hatte dem Zeitungsbericht zufolge 	gesagt 	, er stehe fassungslos vor der Selbstdemontage der Arbeitgeberverbände . 
sagen_s24895_f0	Rechtlich starte der Geldverbund nach dem Maastrichter Vertrag ( spätestens ) `` am 1. Januar 1999 - Punkt '' , 	sagte 	erkeywordtag . 
sagen_s25009_f0	Helmut Kohl erkannte Chinas Armee als Wirtschaftsfaktor und 	sagte 	nichts von den Ereignissen von 1989 
sagen_s25050_f0	`` Ich wünsche mir , daß das auch hier möglich sein wird '' , 	sagt 	der Kanzler . 
sagen_s25062_f0	`` Nichts Martialisches '' hatte mankeywordtag den chinesischen Gastgebern während der Besuchsvorbereitung 	gesagt 	, teilt ein wohlinformierter Herr mit . 
sagen_s25063_f0	`` Das ist so , als ob mankeywordtag eine Feuerwehr besucht und 	sagt 	, Bitte nichts zeigen , was mit Feuerlöschen zu tun hat ' , kommentiert ein Delegationsmitglied , während es mit dem Kanzler Schritt zu halten versucht . 
sagen_s25079_f0	Er wolle mit dem Besuch seine Anerkennung dafür ausdrücken , welche `` wichtige Rolle die Armee in diesem Staat '' spielt , 	sagt 	Helmut Kohl am selben Tag . 
sagen_s25127_f0	Die Verarbeiter füllen die Konserven hingegen rund um die Uhr - womit , daskeywordtag kann keinerkeywordtag so genau 	sagen 	. 
sagen_s25160_f0	Er wolle die `` umfassende Zusammenarbeit mit der Volksrepublik China '' auch durch `` sicherheitspolitische Konsultationen '' weiter vertiefen , 	sagte 	der deutsche Regierungschef in Peking . 
sagen_s25166_f0	`` Gerade diese Feststellung ist mit großer Dankbarkeit aufgenommen worden '' , 	sagte 	Kohlkeywordtag . 
sagen_s25173_f0	`` Ich habe eine Liste mit Einzelfällen übergeben , mit der Bitte um eine entsprechende Prüfung '' , 	sagte 	erkeywordtag vor der Presse . 
sagen_s25177_f0	Die Visite stelle `` den Tiefpunkt der deutschen Außenpolitik dar '' , 	sagte 	der VTD-Vorsitzende Tsewang Norbu . 
sagen_s25180_f0	Damit werde womöglich `` ein falsches Signal gesetzt '' , 	sagte 	erkeywordtag . 
sagen_s25217_f0	Politikern , die moderate Lösungen suchten , könne durch `` absolute Unbeweglichkeit '' die Arbeit erschwert werden , 	sagte 	erkeywordtag vor den Delegierten des Hauptverbandes des Deutschen Einzelhandels ( HDE ) in Bonn . 
sagen_s25240_f0	In einem Gespräch mit der Frankfurter Rundschau 	sagte 	Musawjankeywordtag , Kinkel habe mit seiner Entscheidung der Tatsache Rechnung getragen , daß bei einem Dialog zwischen dem Westen und der islamischen Welt Teheran nicht fehlen dürfe . 
sagen_s25259_f2	`` Waskeywordtag ichkeywordtag meinen Kollegen im Vorstand nicht ins Gesicht 	sagen 	will , das sage ichkeywordtag auch nicht in Hintergrundgesprächen . '' 
sagen_s25266_f0	Unter der Regierung von Bundeskanzler Helmut Kohl ( CDU ) sei die soziale Sicherheit ständig abgebaut worden , die Steuer- und Abgabenlast auf Rekordhöhen geklettert , 	sagte 	erkeywordtag . 
sagen_s25267_f0	Auch Schröderkeywordtag räumte Fehler ein , 	sagte 	aber , er könne nicht akzeptieren , daß er mit seinem Vorgehen der SPD geschadet habe . 
sagen_s25325_f0	Ich auch '' , 	sagt 	Rudolf Scharping . 
sagen_s25342_f0	Wir haben viel verwirtschaftet '' , 	sagt 	Scharpingkeywordtag und schreit seinen Ärger über den Dauerzank der Spitzengenossen heraus : Bei den Landtagswahlen im kommenden Frühjahr `` nicht noch einmal anderen zuzumuten , was wir in Berlin versaubeutelt haben '' . 
sagen_s25353_f0	`` Wir erwarten '' , 	sagt 	einer von denen , die den Stand betreuen , `` daß das Hickhack endlich aufhört . '' 
sagen_s25357_f0	`` Ich wünsche mir '' , 	sagt 	Katharina Riegening aus Eggersdorf in Brandenburg , `` daß in den oberen Etagen Friede , Ruhe , Sachlichkeit einkehrt '' . 
sagen_s25366_f0	Aber nicht nur `` individuellekeywordtag Hahnenkämpfekeywordtag '' , wiekeywordtag der hessische Europa-Abgeordnete Willi Görlach 	sagte 	, sondern auch eine `` strukturelle Verstopfung '' , so formulierte die Jungsozialisten-Vorsitzende Andrea Nahles , wurden als Ursachen ausgemacht . 
sagen_s25396_f4	`` Waskeywordtag ichkeywordtag meinen Kollegen im Vorstand nicht ins Gesicht 	sagen 	will , das sage ichkeywordtag auch nicht in Hintergrundgesprächen . '' 
sagen_s25409_f0	Siekeywordtag 	sagte 	: `` Auch wenn wir anderer Meinung über die Wirtschaftspolitik sind als Gerhard Schröder , müssen wir mit ihm reden , aber nicht ausgrenzen . '' 
sagen_s25440_f0	Etwa ein Drittel des Geldes , das Unicef jährlich ausgeben kann , kämen aus dem Verkauf der Karten , 	sagte 	siekeywordtag . 
sagen_s25470_f0	Der innenpolitische FDP-Fraktionssprecher Burkhard Hirsch 	sagte 	am Mittwoch in Bonn , die Altfallregelung solle zumindest erreichen , daß Flüchtlinge bleiben können , die mit Einverständnis der Ausländerbehörden lange in Deutschland gelebt hätten und integriert seien . 
sagen_s25471_f0	Die Grenze für eine solche Regelung sollte bei acht Jahren und bei fünf Jahren für diejenigen liegen , die in Deutschland minderjährige Kinder versorgen , 	sagte 	Hirschkeywordtag . 
sagen_s25596_f0	Das gilt sowohl für die Stunden als auch für den Wert der Arbeit '' , 	sagte 	die Vorsitzende des hessischen Hausfrauenbundes , Ruth Hilgert . 
sagen_s25619_f0	`` Wir sind unverzichtbar wichtige Angestellte '' , 	sagt 	Anthony Hanes grinsend . 
sagen_s25635_f0	`` Wir können ( die Konfliktparteien ) nicht über die Ziellinie zerren '' , 	sagte 	erkeywordtag . 
sagen_s25749_f0	`` Wenn alles gut geht , wird VW diese Größenordnung erreichen '' , 	sagte 	Vorstandsmitglied Bruno Adelt in Sao Paulo . 
sagen_s25760_f0	In Telefonaten mit dem britischen Premierminister John Major und US-Präsident Bill Clinton wolle er erreichen , daß die Industriestaaten gegen Nigeria weitreichende Sanktionen verhängen , 	sagte 	Mandelakeywordtag am Mittwoch in Neuseeland . 
sagen_s25775_f0	Der Abgeordnete Giorgos Karatzaferis , der ins Gefängnis eingelassen wurde , 	sagte 	, die 1300 Gefangenen hätten die Anstalt `` vollständig '' unter Kontrolle . 
sagen_s25782_f0	Karatzaferiskeywordtag 	sagte 	, die Forderungen seien `` äußerst konfus '' . 
sagen_s25837_f0	Der SPD-Politiker Michael Müller 	sagte 	in Bonn , Kohl mache einen `` Kotau '' vor Chinas Militärs . 
sagen_s25861_f0	Ein Polizeisprecher 	sagte 	, in den vergangenen Jahren hätten die Teilnehmer immer wieder den Hitler-Gruß und andere NS-Symbole gezeigt . 
sagen_s25868_f0	Rubinkeywordtag 	sagte 	am Mittwoch in Washington , die insgesamt 60 Milliarden Dollar reichten voraussichtlich bis Ende Dezember , um die Schulden der USA zu bezahlen . 
sagen_s25871_f0	Ohne den Zugriff auf die Pensionsfonds hätten die USA Zinszahlungen von 25 Milliarden Dollar am Mittwoch nicht leisten können und wären das erstemal in ihrer Geschichte zahlungsunfähig gewesen , 	sagte 	Rubinkeywordtag . 
sagen_s25873_f0	`` Wir brechen unser Wort nicht , und wir werden nicht zahlungsunfähig '' , 	sagte 	der Finanzminister . 
sagen_s25876_f0	Nach Scheitern von Verhandlungen am Dienstag 	sagten 	Vertreter beider Seiten , die Gespräche seien festgefahren . 
sagen_s25879_f0	Der Chef der republikanischen Mehrheitsfraktion im Repräsentantenhaus , Newt Gingrich , 	sagte 	, die Schließung der Behörden könnte bis zu 90 Tagen dauern . 
sagen_s25889_f0	`` Wenn Rußland den Vertrag vollständig erfüllt , dann wird das Sicherheitssystem des Landes , besonders an den südlichen und nördlichen Flanken vollständig zerstört '' , 	sagte 	Verteidigungsminister Pawel Gratschow . 
sagen_s25967_f0	Der Generalsekretär der deutschen Sektion von ai , Volkmar Deile , 	sagte 	am Mittwoch im Deutschlandfunk , die `` stille Diplomatie '' der Bundesregierung gegenüber der chinesischen Führung habe sich als unwirksam erwiesen . 
sagen_s25971_f0	Fraktionssprecherin Kerstin Müller 	sagte 	dem Kölner Express , Kohl sei als Handlungsreisender der deutschen Wirtschaft und nicht als Menschenrechtler unterwegs . 
sagen_s25987_f0	Unter Anspielung auf einen Rückzug von den besetzten Golanhöhen 	sagte 	Pereskeywordtag am Dienstag abend im Fernsehen , jedes Stück Land sei `` Teil des Leibes und der Seele der Israelis '' . 
sagen_s26033_f0	Die Territorialfragen seien weiter ungelöst , 	sagte 	Christophers Sprecher Nicholas Burns am Mittwoch . 
sagen_s26034_f0	Die Intervention Christophers am Dienstag in die seit 1. November laufenden Gespräche der Präsidenten Bosniens , Serbiens und Kroatiens habe nicht den gewünschten Durchbruch gebracht , 	sagte 	Burnskeywordtag . 
sagen_s26043_f0	Auf den Dollar , dessen Kurs um rund zwei Pfennig auf die psychologisch wichtige Marke von 1,40 Mark fiel , wirke sich der Streit zwischen Präsident Clinton und dem republikanisch beherrschten Kongreß auch auf dem Frankfurter Börsenparkett aus , 	sagten 	Händlerkeywordtag . 
sagen_s26207_f0	`` Ich will wie ihr sein '' , 	sagt 	erkeywordtag den Bandenmitgliedern , die ihn ausnutzen . 
sagen_s26248_f0	Waskeywordtag will der Titel der Ausstellung 	sagen 	? 
sagen_s26318_f0	Also im Dialog nicht zu fragen , ist Argument , das du mir jetzt genannt hast , die Meinung , diekeywordtag dukeywordtag mirkeywordtag jetzt 	gesagt 	hast , ist die auch richtig , hast du die mal überprüft . '' 
sagen_s26321_f0	In einem Gespräch am Rande der Tagung 	sagte 	erkeywordtag : `` Die Mathematik ist Montessoris stärkste Seite . 
sagen_s26547_f0	Die Politiker schlafen , doch das sei nicht schlimm , `` denn wir machen das schon '' - habe ihmkeywordtag der Verleger Reinhard Burda 	gesagt 	. 
sagen_s26603_f0	noch nie , daskeywordtag sei den Pessimisten 	gesagt 	, war das Schreibenkönnen so wichtig wie heute , noch nie wurde soviel geschrieben und gelesen wie in unserem Computerjahrhundert jetzt . 
sagen_s26799_f0	Viel Neues 	sagen 	siekeywordtag nicht . 
sagen_s26806_f0	Der sozialdemokratische Minister 	sagte 	dem Partei-Blatt Doen , 1989 einen Arzt gefragt zu haben , seine unheilbar kranke , im Sterben liegende Mutter von ihrem Leiden zu erlösen . 
sagen_s26831_f0	`` Wirkeywordtag haben ja immer 	gesagt 	, daß ein Benachteiligungs-Verbot wegen Behinderung keine Besserung für die Betroffenen bringen wird '' , rechtfertigen die Gegner des Verfassungsgrundsatzes gegen die Diskriminierung Behinderter ihr Nichtstun . 
sagen_s26853_f0	Doch die Fragestellung der Tagung führe die Teilnehmer in die `` Falle '' der Einseitigkeit , 	sagen 	die Kritiker . 
sagen_s26862_f0	`` Wenn wir die deutsche Position international ins Spiel bringen wollen , müssen wir uns an der Debatte beteiligen '' , 	sagt 	der Philosoph . 
sagen_s26870_f0	Lanzerathkeywordtag 	sagt 	, daß der auf das Thema Behandlungsverzicht abgestellte Katalog nur einen Ausschnitt der ethischen Fragen behandele . 
sagen_s26879_f0	In einem Gespräch mit Journalisten in Den Haag 	sagte 	der Jurist , daß Anklagen und Urteile des Tribunals niemals Verhandlungsmasse bei Friedensverhandlungen sein könnten . 
sagen_s27032_f0	`` Ick bin ja immer die Naive vom Dienst '' , 	sagte 	siekeywordtag und erheiterte die von einem langen Debattentag übermüdeten Delegierten , `` ick sitze hier und sehe : Det Ding jeht in die Hose . '' 
sagen_s27134_f0	`` Die Terroristen 	sagen 	, sie führen einen Heiligen Krieg für das algerische Volk . 
sagen_s27203_f0	Dort sei die Arbeitsproduktivität nämlich doppelt so hoch , 	sagt 	Gerlachkeywordtag . 
sagen_s27365_f0	`` Wir raten aus den bekannten rationalen Gründen von einer Flucht in den Schweizer Franken ab '' , 	sagt 	auch Union-Investment-Chef Manfred Mathes . 
sagen_s27397_f0	Parlamentspräsident Klaus Hänsch 	sagte 	am Mittwoch in Straßburg , er habe den Eindruck , daß `` die Diskussion weit genug gediehen '' sei , um am 13. Dezember eine Entscheidung zu fällen . 
sagen_s27519_f0	Der Präsident des Bundeskriminalamtes ( BKA ) , Hans-Ludwig Zachert , 	sagte 	am Mittwoch in Wiesbaden , es gebe `` Anhaltspunkte '' für Einbruchserien der in Deutschland seit 1993 registrierten Form jetzt auch in diesen beiden Nachbarländern . 
sagen_s27522_f0	Das sei auch der Grund dafür , daß bislang kein einziges Bundesland das BKA um die Übernahme eines Falles gebeten habe und die Information über die teilweise ungewöhnlich brutalen Einbrüche selbst auf Landesebene meist nur `` bruchstückartig '' vorhanden sei , 	sagte 	Zachertkeywordtag . 
sagen_s27552_f0	Als `` konjunktureller Spätzünder '' bekomme man die Ebbe in den Kassen zu spüren , 	sagt 	Michaelskeywordtag . 
sagen_s27567_f0	Es sei daher `` bedauerlich '' , daß die Bundesregierung sich immer noch weigere , eine einheitliche Berufsausbildung und Registrierung der Vermittler festzulegen , 	sagt 	Michaelskeywordtag . 
sagen_s27589_f0	Der eher farblose Solana 	sagt 	von sich selber , er habe keine politischen Feinde . 
sagen_s27724_f0	Bislang gebe es überhaupt keine Untersuchungen darüber , welche Nebenwirkungen die Einnahme von Melatonin bei älteren und kranken Menschen hervorrufen könne , 	sagt 	der Leiter der Neurobiologischen Labors der Psychiatrischen Universitätsklinik , Professor Gerald Hüther . 
sagen_s27775_f0	`` Wehrpflicht glaubwürdig zu erhalten , heißt also zu erklären , weshalb wir sie trotz des Wegfalls der unmittelbaren äußeren Bedrohung immer noch benötigen '' , 	sagte 	der Bundespräsident . 
sagen_s27795_f0	Der niederländische Professor Jan van Dijk 	sagte 	, die Opfer von Straftaten dürften `` nicht als lästige Zeitgenossen betrachtet werden , die man am besten schleunigst an irgendwelche Hilfsorganisationen weiterschickt '' . 
sagen_s27829_f0	Allein die USA , Großbritannien und der Rest der Europäischen Union ( EU ) seien mit ihren ökonomischen Beziehungen zu Nigeria in der Lage , Druck auf General Abacha auszuüben , 	sagte 	erkeywordtag . 
sagen_s27838_f0	Sein Sohn Ken Wiwa 	sagte 	am Mittwoch vor dem Europa-Parlament in Straßburg , Shell lege eine `` absolut erstaunliche Verachtung '' für die internationale Empörung über die Exekutionen in Nigeria an den Tag . 
sagen_s27844_f0	`` Denen zeigen wir 's '' , 	sagt 	erkeywordtag und verschwindet im Portal des Kongreßhotels Maritim . 
sagen_s27865_f0	Bei den Beschäftigten herrsche `` helle Empörung '' , 	sagt 	Schüsslerkeywordtag . 
sagen_s27874_f0	`` Arbeitnehmer-Interessen zählen in diesem Land ja nichts mehr '' , 	sagt 	Glaubitzkeywordtag . 
sagen_s27893_f0	`` Wir sehen hier im Außenbezirk der Sache negativ entgegen '' , 	sagt 	Kurt Krämer , Eigner eines Konfektionsgeschäftes in der Bonner Südstadt . 
sagen_s27905_f0	Abends , 	sagt 	siekeywordtag , `` bin ich ohnehin länger an Bord '' . 
sagen_s27908_f0	`` Falls Kundschaft wegbleibt '' , müssen wir reagieren , 	sagt 	die Eigentümerin . 
sagen_s27947_f0	Wiekeywordtag die Hochkommissarin für Flüchtlingswesen , Sadako Ogata , 	sagte 	, willkeywordtag das UNHCR den Schwerpunkt auf vorbeugende Maßnahmen legen . 
sagen_s27949_f0	Die Flüchtlings- und Auswanderungsströme werden durch Armut und Gewalt erzeugt , 	sagte 	Ogatakeywordtag . 
sagen_s27970_f0	`` Der Sibirische Tiger wird ohne unsere Unterstützung das nächste Jahrtausend nicht erleben '' , 	sagte 	Ulrike Hellmessen vom World Wide Fund For Nature ( WWF ) am Mittwoch in Berlin , `` das können wir nicht zulassen . '' 
sagen_s27972_f0	`` Wir wollen die traditionelle chinesische Medizin nicht anprangern '' , 	sagte 	Georg Schwede vom WWF-Deutschland . 
sagen_s27979_f0	Zum chinesischen Fernsehen gäbe es gute Kontakte , 	sagte 	Schwedekeywordtag . 
sagen_s27997_f0	CDU-``General'' Peter Hintze 	sagte 	der Sächsischen Zeitung , die SPD solle die Trennlinie zur PDS `` wieder klar und unmißverständlich ziehen '' . 
sagen_s28003_f0	Die Union sei eine Konsequenz der europäischen Einigung und eines gemeinsamen Marktes , 	sagte 	Delorskeywordtag . 
sagen_s28035_f0	Der Leiter des Hamburger Orient-Instituts , Udo Steinbach , 	sagte 	in einem Interview , mit dem Verbot werde der politische Frieden in der Bundesrepublik aufs Spiel gesetzt . 
sagen_s28043_f0	Der sichtlich enttäuschte Scharping 	sagte 	vor dem Parteitag , die SPD habe jetzt Klarheit in der Personalfrage . 
sagen_s28045_f0	An seinen Nachfolger gewandt 	sagte 	Scharpingkeywordtag , manches habe in den letzten Monaten weh getan . 
sagen_s28047_f0	`` Wir haben eine Aufgabe , die wichtiger ist als wir selbst '' , 	sagte 	Scharpingkeywordtag . 
sagen_s28062_f0	Der rheinland-pfälzische Ministerpräsident Kurt Beck 	sagte 	vor der Abstimmung im ZDF : `` Es bedarf der Entscheidung . '' 
sagen_s28063_f0	Der Bremer Bürgermeister Henning Scherf 	sagte 	, eine Vertagung der Personalentscheidung hätte `` den Frust nur noch wachsen lassen '' . 
sagen_s28072_f0	Westerwellekeywordtag 	sagte 	in Bonn in einer ersten Reaktion auf die Ablösung Scharpings , dies sei eine Richtungsentscheidung . 
sagen_s28086_f0	Ihr ewiges Schreien , Plärren , Schimpfen , ihre gemeinen Worte '' , 	sagte 	D.keywordtag 
sagen_s28148_f0	Mit der Realisation werde Neuland betreten , 	sagte 	der Palästinenser Daud Kuttab vom Jerusalemer Filminstitut . 
sagen_s28165_f0	`` Ich gebe Arbeit ab und bekomme dafür mehr Freizeit '' , 	sagte 	Pastor Klaus Onnasch von der Christusgemeinde in Kronshagen bei Kiel . 
sagen_s28176_f0	`` Es wäre verheerend , wenn ich Herrn Haese ständig unterlaufen würde '' , 	sagte 	Onnaschkeywordtag . 
sagen_s28235_f0	`` Dies ist ein sehr ernstzunehmender Hinweis auf Verweigerung der Zusammenarbeit mit dem Tribunal '' , 	sagte 	Goldstonekeywordtag am Mittwoch ( Ortszeit ) bei einem Empfang mit US-Abgeordneten in Washington . 
sagen_s28236_f0	Der Sprecher des Außenministeriums , Nicholas Burns , 	sagte 	in Washington , daß diese Entscheidung gegen die Verpflichtung Kroatiens verstoße , bei den Ermittlungen gegen mutmaßliche Kriegsverbrecher zu helfen . 
sagen_s28238_f0	Betroffen werde vor allem die Mitgliedschaft in internationalen Organisationen sein , 	sagte 	erkeywordtag . 
sagen_s28247_f0	Er hoffe , seine Anwesenheit werde die Friedenskonferenz voranbringen , 	sagte 	Christopherkeywordtag in Osaka . 
sagen_s28250_f0	`` Die Moslems verlangen für sich und die Kroaten 66 Prozent des Territoriums , sowie die ( jetzt von Serben kontrollierten ) Städte Doboj , Foca , Visegrad und Novi '' , 	sagte 	erkeywordtag dem bosnisch-serbischen Nachrichtendienst Srna . 
sagen_s28257_f0	`` In Mexiko wurden Menschenrechtsverletzungen intensiv und jahrzehntelang begangen , und sie dauern heute fort , dank der Straflosigkeit , die die Täter genießen '' , 	sagte 	der amnesty-Vizegeneralsekretär Derek Evans . 
sagen_s28264_f0	In einem Fernsehinterview mit dem Sender CBS 	sagte 	erkeywordtag am späten Mittwoch abend ( Ortszeit ) in Washington , wenn alle Stricke rissen , müsse das Wählervolk über den Etat 1996 entscheiden und für die nächste Amtsperiode einen neuen Präsidenten wählen . 
sagen_s28274_f0	`` Der Präsident fühlt sehr stark , daß er in den Vereinigten Staaten bleiben muß , um zu handeln und , falls nötig , sein Veto gegen Entscheidungen einzulegen , die nicht im Interesse des amerikanischen Volkes sind '' , 	sagte 	Regierungssprecher Michael McCurry . 
sagen_s28330_f0	Der 26jährige 	sagte 	, er werde die Haft absitzen , `` aber ich komme wieder und mache weiter '' . 
sagen_s28339_f0	In einem Interview des Magazins Stern 	sagte 	Genscherkeywordtag , es gehe dabei `` um eine Frage der liberalen Identität und der inneren Liberalität unseres Landes '' . 
sagen_s28361_f0	Die Armee rechne mit Minen und versteckten Sprengsätzen in der Hochburg der tamilischen Rebellen , 	sagte 	ein Sprecher des Verteidigungsministeriums am Donnerstag in Colombo . 
sagen_s28371_f0	Der Sprecher des Tribunals , Christian Chartier , 	sagte 	, die Serben hätten in der eroberten UN-Schutzzone Srebrenica mindestens 6000 bosnische Moslems ermordet . 
sagen_s28374_f0	`` Karadzic hatte die totale Verantwortung für die Strategie und Aktionen der bosnischen Serben in Bosnien-Herzegowina '' , 	sagte 	Chartierkeywordtag . 
sagen_s28415_f0	`` Die Schäden , die während der Häftlingsrevolte angerichtet wurden , sind groß '' , 	sagte 	Pavleaskeywordtag . 
sagen_s28446_f0	`` Eines Tages werden sie einen hohen Preis dafür zahlen '' , 	sagte 	Mubarakkeywordtag der Pariser Zeitung Le Monde . 
sagen_s28458_f0	Daskeywordtag 	sagte 	der Leiter der Anlage Belojarsk , Oleg Sarajew , am Donnerstag . 
sagen_s28499_f0	Nach zweitägigen Beratungen der deutsch-russischen Regierungskommission 	sagte 	der Aussiedlerbeauftragte der Bundesregierung , Horst Waffenschmidt ( CDU ) , am Donnerstag in Bonn , die Hilfe käme dem Bau von Wohnungen , der Schaffung von Arbeitsplätzen sowie der Förderung kultureller Einrichtungen zugute und sei eine Alternative zur Ausreise nach Deutschland . 
sagen_s28589_f0	Dazukeywordtag 	sagt 	die Geschäftsführung : `` Wegen der schlechten Wirtschaftslage '' habe man die Mitarbeiter gebeten , sie sollten zusammenstehen und einem der größten Printbetriebe durch die `` schwerste Krise der Druckindustrie seit dem Ende des Krieges '' helfen . 
sagen_s28592_f0	`` Hätte es eine geheime Abstimmung über das Programm gegeben , hätten nie so viele unterschrieben '' , 	sagte 	Willi Vogt , Vorsitzender des Gütersloher Ortsvereins . 
sagen_s28615_f0	Deshalb , 	sagt 	Vogtkeywordtag , werde der Prozeß mit ziemlicher Sicherheit in die nächste Instanz gehen . 
sagen_s28698_f0	Eine Reihe von Anteilseignern 	sagte 	, es könne nicht angehen , daß die Jungen , die selbst nichts eingebracht hätten , auf Kosten der Eigner und mit deren Vermögen weiterproduzierten , während sie selbst leer ausgingen . 
sagen_s28773_f0	`` Kürzlich kam eine ältere Frau mit einem Blumenstrauß in der Hand und 	sagte 	, , das ist ja wie früher '' ' , berichtet Kück . 
sagen_s28904_f0	`` Bei mir ist der Groschen gefallen , als er präfaschistisch die Dritte Republik mit einem gewählten Kanzler-Präsidenten mit Parlamentsauflösungsrecht forderte '' , 	sagte 	der rechtskonservative Politiker im News-Interview . 
sagen_s28907_f0	Denn auch Faschisten und Nationalsozialisten haben 	gesagt 	: Es gibt den Führer , und zwischen ihm und dem Volk darf es nichts geben . '' 
sagen_s28982_f1	Von diesen 3000 Windmühlen stehen bislang aber sage und schreibe nur 15 im `` Ländle '' . 
sagen_s29011_f0		Sagen 	wirkeywordtag lieber : das Geld geht an jene , die wenigstens das monegassische Steueramt nicht betrogen haben . 
sagen_s29015_f0	Und werkeywordtag noch nie laut was Schlechtes über Scharping 	sagte 	, wird nächster SPD-Kanzlerkandidat . 
sagen_s29022_f0	`` Im Ausland 	sage 	ichkeywordtag stets , daß wir zwar ein kleines , aber ein souveränes Land sind . 
sagen_s29200_f0	Wirkeywordtag 	sagen 	: Hier ist ein Haus , das Theater , in dem die aufklärerische Literatur , ja : überhaupt die Kunst ihren Platz hat . 
sagen_s29222_f0	Selbstverständlich gilt aber mein Interesse nach wie vor , bewußt pathetischkeywordtag 	gesagt 	: den seherischen Fähigkeiten der Dramatiker , und zwar besonders der Zeitgenossen . 
sagen_s29352_f0	Kündige ein Angestellter selbst , verliere der Arbeitgeber unter Umständen einen Mitarbeiter , den er für eine `` geordnete Durchführung der Betriebsänderung '' noch benötige , 	sagten 	die Richter . 
sagen_s29384_f0	Freiherauskeywordtag 	gesagt 	, China muß am Marxismus festhalten . 
sagen_s29425_f0	Kurzkeywordtag 	gesagt 	, wirkeywordtag solltenkeywordtag die Förderung des Sozialismus chinesischer Prägung , die Prosperität des Landes und das Gedeihen und das Glück des Volkes als Kriterium dafür betrachten , ob wir auf allen Gebieten unserer Arbeit richtig gehandelt haben oder nicht . '' ( Deng Xiaoping , Die grundlegenden Fragen im heutigen China . S. 15 . ) 
sagen_s29519_f0	`` Die Höfe verschwinden zusehends , der Nachwuchs hat keine Lust mehr , sich abzurackern und die Landwirtschaftsschule können wir schließen '' , 	sagt 	Ekkehard Löhle , der Vizepräsident des Badisch Landwirtschaftlichen Hauptverbandes . 
sagen_s29524_f0	Der Feldberg-Ranger freutkeywordtag sichkeywordtag , wenn er etwas zur aktiven Förderung des Umweltschutzgedankens unter Touristen und Einheimischen ausrichten kann , wiekeywordtag er selbst 	sagt 	. 
sagen_s29526_f0	`` Wir wollen den Leuten die Schönheiten des Feldbergs zeigen , gleichzeitig aber auch mithelfen , dieses Gebiet zu behüten und zu bewahren '' , 	sagt 	Elsbeth Gerecke , die Bezirksnaturschutzwartin des Schwarzwaldvereins . 
sagen_s29596_f0	Ein Sprecher der Prostituierten-Organisation SOR 	sagte 	am Mittwoch , der Protest richte sich gegen eine Bestimmung , nach der künftig nur die Bordelle toleriert werden sollen , in denen keine Prostituierten arbeiten , die illegal in den Niederlanden leben . 
sagen_s29597_f0	`` Wenn diese Regel in Kraft tritt , bricht das ganze Gewerbe über Nacht zusammen '' , 	sagte 	ein SOR-Sprecher . 
sagen_s29670_f0	Ein hoher Beamter des Gastgeberlandes 	sagte 	aber , alle Apec-Länder hätten das Vorhaben gutgeheißen . 
sagen_s29852_f0	`` Die Währungsunion wird die Anlagemöglichkeiten und auch die Renditeaussichten deutlich verbessern '' , 	sagt 	GDV-Präsident Bernd Michaels . 
sagen_s29866_f0	Im kommenden Jahr werde das Plus kleiner ausfallen , 	sagt 	Michaelskeywordtag . 
sagen_s29884_f0	Mit diesem bislang einzigartigen Gerät könne vor allem Menschen geholfen werden , die am sogenannten `` Cocktail-Party-Effekt '' litten , 	sagte 	der Leiter der Arbeitsgruppe , Professor Birger Kollmeier . 
sagen_s29889_f0	Erstmalig sei es Hörgeschädigten möglich , auch räumlich zu hören , da an beiden Ohren Mikrofone die Geräusche auffingen , 	sagte 	Kollmeierkeywordtag . 
sagen_s29895_f0	Damit könnten Hörgeschädigte wieder eine normale Unterhaltung führen , 	sagte 	Kollmeierkeywordtag . 
sagen_s29898_f0	Momentan sei die Industrie aber noch nicht in der Lage , leistungsfähige digitale Hörgeräte im Kleinstformat zu produzieren , 	sagte 	Kollmeierkeywordtag . 
sagen_s29923_f0	Das wäre , 	sagt 	Aufsichtsratsvorsitzender Louis Graf von Zech , `` nicht so sehr Stil dieses Hauses '' . 
sagen_s30052_f0	`` Wir säubern das Terrain für 1996 '' , 	sagt 	Starkkeywordtag . 
sagen_s30058_f0	Ein umfassendes Sanierungskonzept für das Remscheider Unternehmen sei in Arbeit , 	sagt 	Starkkeywordtag . 
sagen_s30164_f0	Der wirtschaftspolitische Sprecher der SPD , Hans Jürgen Richter , 	sagte 	auf der Kundgebung , Sachsen brauche mittelfristig den öffentlich geförderten Arbeitsmarkt . 
